,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
2022-01-01 07:40:00,69.9,67.5,68.4,66.6,66.8,67.5,65.4,68.6,67.6,66.6,67.5,67.9,67.1,67.5,67.7,68.5,69.3,68.1,66.3,65.9,67.8,68.4,68.5,67.5,65.8,67.5,66.7,68.7,68.6,67.3,67.5,71.8,67.6,67.6,67.7,67.0,66.0,66.2,66.0,67.7,65.5,69.0,66.9,67.5,67.5,68.8,68.9,67.7,67.9,68.9,72.1,67.5,67.4,67.2,67.0,67.7,67.9,67.7,63.2,67.4,67.3,67.5,67.8,66.8,66.7,67.6,67.0,66.7,67.5,71.4,68.6,69.3,66.9,68.2,67.5,68.9,67.5,67.2,67.5,67.8,67.2,68.6,67.9,68.4,67.3,68.4,66.4,70.7,66.6,69.3,68.4,67.5,68.6,71.1,71.8,66.1,68.3,66.8,66.4,67.5,67.5,68.6,67.7,71.5,69.0,67.8,68.2,67.1,67.8,66.1,66.2,66.3,62.8,66.5,67.6,68.2,67.5,67.5,70.0,70.8,67.4,68.5,67.5,68.9,67.5,65.1,67.5,69.9,67.6,68.0,68.5,68.8,69.2,68.4,67.3,65.6,68.4,67.5,66.8,66.6,68.2,70.2,70.0,68.3,69.5,67.7,67.6,70.2,68.8,70.0,69.1,68.7,66.4,69.5,67.2,67.5,68.0,68.4,68.5,68.5,68.2,66.6,71.2,66.3,69.2,68.8,68.1,68.1,68.3,68.7,69.6,68.0,68.0,68.3,68.3,68.3,68.3,68.1,64.8,70.0,68.3,70.3,71.3,62.1,66.7,65.9,68.1,68.3,68.3,67.1,68.5,66.0,66.3,67.9,68.7,69.9,68.3,68.2,68.5,68.5,70.6,67.2,68.3,67.5,68.3,67.1,70.0
2022-01-01 07:45:00,70.2,67.6,68.4,66.4,66.1,67.7,66.5,67.8,67.7,66.9,67.3,67.5,67.0,67.7,67.6,68.5,69.4,68.6,67.0,66.2,67.5,68.1,68.5,68.7,65.5,67.3,67.3,69.0,69.7,67.6,67.3,71.5,67.9,67.2,67.2,67.4,65.8,66.1,65.8,67.2,66.0,68.6,66.9,66.9,67.7,68.0,68.3,67.6,67.8,68.1,72.2,67.7,67.3,67.1,67.4,67.9,68.0,67.9,55.0,67.8,67.3,67.7,67.5,66.6,67.3,66.6,67.2,66.9,67.3,70.0,68.6,68.6,66.5,67.9,67.3,68.6,67.3,67.1,67.3,66.9,67.0,68.5,66.7,67.7,67.4,68.4,65.1,71.2,67.5,69.4,68.4,67.7,68.4,72.7,71.7,66.2,68.4,66.3,66.8,67.3,67.3,68.4,67.5,71.6,68.5,67.6,67.8,66.7,67.3,65.9,66.3,66.7,68.0,66.7,66.8,67.5,67.3,67.3,70.8,70.5,66.8,68.5,69.2,69.1,67.3,64.6,67.3,70.2,67.7,68.9,69.0,68.7,68.6,68.6,67.5,65.2,68.4,67.3,66.8,67.1,68.2,70.3,70.1,68.6,70.7,68.5,67.4,69.8,68.1,69.4,68.9,69.0,66.8,69.9,66.2,67.3,67.5,68.4,68.3,68.9,67.8,67.0,71.2,68.2,69.6,68.4,67.9,68.2,68.4,68.8,69.6,68.4,67.3,67.7,68.4,68.4,68.4,68.2,64.8,69.7,68.4,70.9,71.4,64.4,66.2,66.1,68.3,68.3,68.3,67.3,68.5,66.2,66.2,68.6,67.2,69.9,68.4,68.9,68.5,68.5,70.2,67.2,68.3,67.2,68.3,67.3,70.2
2022-01-01 07:50:00,70.3,67.3,68.3,66.3,66.1,67.7,68.9,68.2,67.7,66.6,67.4,67.5,66.3,67.7,67.6,68.6,68.2,68.1,67.1,65.0,67.9,68.4,68.6,69.1,66.0,67.1,65.8,69.6,68.8,66.8,67.4,71.7,66.7,67.7,68.0,67.2,65.9,66.3,66.8,67.5,66.0,68.4,67.7,66.7,67.7,68.2,68.3,67.5,68.2,68.3,71.8,67.7,66.9,67.3,67.5,68.6,67.9,68.1,58.6,67.6,67.3,67.7,68.0,64.9,67.0,67.0,67.2,66.1,67.4,70.4,68.6,69.0,67.1,67.5,67.4,68.5,67.4,67.6,67.4,66.8,67.3,68.3,67.3,67.8,67.8,68.3,65.0,71.0,66.6,69.2,68.3,67.7,68.4,71.3,71.4,66.1,68.3,65.4,66.4,67.4,67.4,68.7,67.5,71.5,68.2,67.6,68.3,67.0,66.4,65.8,66.6,66.4,69.8,66.8,67.2,69.0,67.4,67.4,70.9,70.6,66.9,68.6,67.0,69.7,67.4,64.8,67.4,70.3,67.7,68.7,69.1,68.9,68.6,68.2,67.1,65.6,68.4,67.4,67.3,66.9,68.3,70.4,70.2,68.2,70.1,67.9,67.0,71.3,68.5,69.8,68.8,68.8,66.6,69.6,66.5,67.4,68.0,68.3,68.2,68.7,67.3,67.3,71.5,67.0,69.1,68.9,68.3,68.6,68.3,68.6,69.6,68.2,67.8,68.0,68.3,68.3,68.3,68.6,65.3,69.8,68.3,70.5,71.8,65.7,66.9,66.9,68.4,68.4,68.4,67.2,68.4,65.5,66.4,68.2,67.2,69.5,68.3,68.9,68.4,68.4,70.0,67.4,68.4,66.9,68.4,67.2,69.8
2022-01-01 07:55:00,70.2,67.6,68.4,66.2,66.7,67.7,68.0,68.3,67.7,66.6,67.6,67.4,66.5,67.7,67.6,68.5,68.8,68.1,66.6,65.7,68.2,68.5,68.5,68.1,66.0,67.3,66.0,69.0,69.3,66.4,67.6,71.2,67.3,67.3,68.1,67.3,66.0,65.9,66.6,67.7,65.9,68.7,67.8,67.0,67.7,69.0,68.9,67.5,67.7,68.7,71.9,67.5,67.8,67.0,67.2,68.3,67.6,67.8,55.7,68.1,67.2,67.7,67.4,66.8,67.5,67.4,67.4,66.8,67.6,68.3,68.6,69.5,67.2,68.2,67.6,69.1,67.4,67.0,67.6,67.1,65.9,68.0,67.4,68.4,66.8,68.4,65.2,71.1,67.1,69.4,68.4,67.7,67.6,72.5,71.6,66.2,68.4,66.2,66.5,67.6,67.4,68.4,67.1,71.3,68.9,67.6,68.6,67.1,68.5,66.1,66.3,67.3,67.1,66.9,67.5,68.9,67.4,67.4,70.6,70.8,67.4,68.5,67.6,69.1,67.4,65.4,67.4,70.2,67.7,67.6,68.3,68.5,69.1,69.2,68.1,65.4,68.5,67.4,67.1,67.2,67.9,70.3,70.2,68.7,70.1,68.3,67.7,68.8,68.3,69.8,69.2,69.2,66.5,70.5,66.3,67.6,68.2,68.4,68.5,68.9,67.8,67.1,71.1,67.1,69.1,68.3,68.0,68.4,68.4,68.4,69.7,68.1,67.6,68.1,68.4,68.4,68.4,67.9,65.1,69.5,68.4,70.4,71.4,66.2,66.6,66.2,68.0,68.5,68.5,67.4,68.5,65.8,66.0,68.2,67.5,68.9,68.4,69.5,68.5,68.5,70.4,67.2,68.5,67.7,68.5,67.7,69.8
2022-01-01 08:00:00,70.3,67.0,68.4,66.2,66.5,67.6,68.0,68.0,67.7,66.8,67.3,67.4,66.8,67.6,67.5,68.4,68.0,68.6,66.5,66.1,67.7,67.6,68.4,68.9,66.1,67.3,66.8,68.0,69.4,67.3,67.3,71.5,67.0,67.2,67.8,67.6,65.2,66.4,66.0,67.5,64.8,69.4,67.1,67.3,67.6,68.2,68.4,67.5,68.1,68.1,72.2,67.5,67.3,68.0,67.1,68.1,68.2,67.9,61.1,67.2,67.5,67.6,66.8,66.5,66.3,67.8,67.7,66.4,67.3,67.7,67.6,69.2,67.0,67.6,67.3,68.3,67.5,67.7,67.3,67.0,66.7,68.6,66.9,67.8,67.6,68.4,65.4,71.2,66.9,69.3,68.4,67.6,68.2,71.1,71.6,65.8,68.5,65.2,66.8,67.3,67.5,68.6,67.5,71.0,68.4,67.3,67.4,68.1,67.3,65.6,66.7,67.4,69.3,66.4,67.1,68.8,67.5,67.5,70.5,70.5,67.5,68.4,67.0,69.6,67.5,65.7,67.5,70.3,67.7,67.5,68.0,69.0,69.2,69.4,67.7,65.8,68.4,67.5,68.0,66.8,67.8,70.6,70.2,68.2,70.0,68.8,67.4,70.9,69.1,69.9,69.4,69.1,66.2,71.0,67.7,67.3,68.1,68.4,68.7,69.2,67.3,67.2,70.6,67.5,69.3,68.3,67.8,68.5,68.5,68.5,69.7,68.4,67.9,68.2,68.5,68.5,68.5,68.7,65.7,69.6,68.5,70.2,71.4,66.5,66.6,66.6,68.1,68.4,68.4,67.7,68.6,66.0,65.7,67.8,67.7,70.0,68.5,68.5,68.6,68.6,70.2,67.2,68.4,67.1,68.4,67.4,69.7
2022-01-01 08:05:00,70.3,67.2,68.4,65.8,65.5,67.6,68.0,68.4,67.7,67.5,67.1,66.9,66.9,67.6,67.4,68.4,68.7,68.4,66.3,65.9,67.7,68.4,68.4,69.3,66.1,67.7,67.0,69.3,69.2,67.0,67.1,71.6,66.9,67.5,67.8,67.2,65.3,66.2,66.4,67.1,65.0,68.9,67.1,67.2,67.6,69.3,68.4,67.7,68.3,68.3,72.1,67.5,67.4,67.0,67.5,67.3,67.9,67.4,56.1,67.0,67.3,67.6,67.0,66.8,67.1,67.1,67.0,65.8,67.1,69.4,68.8,69.7,66.8,68.1,67.1,68.8,67.3,66.9,67.1,66.3,66.9,68.6,67.1,68.1,67.4,68.4,65.8,70.9,66.6,69.0,68.4,67.6,68.6,72.0,72.1,66.1,68.3,66.5,66.7,67.1,67.3,68.9,67.2,71.6,69.0,67.6,68.9,66.7,66.7,65.9,66.8,67.2,70.6,66.8,67.1,69.4,67.3,67.3,70.7,70.6,66.7,68.4,67.5,69.2,67.3,66.2,67.3,70.3,67.7,68.1,68.0,68.3,69.2,68.8,68.1,65.2,68.3,67.3,67.3,65.3,67.9,70.1,70.1,68.7,70.2,67.4,68.2,71.4,68.9,69.9,69.1,68.9,67.1,70.7,66.6,67.1,68.2,68.4,68.4,69.1,68.0,67.1,70.9,67.5,70.0,68.2,68.1,68.2,68.3,68.7,69.5,68.3,67.7,68.1,68.3,68.3,68.3,67.8,66.2,69.7,68.3,70.3,71.3,67.0,66.7,66.4,68.2,68.4,68.4,67.2,68.4,66.2,65.9,68.2,67.5,69.9,68.3,68.3,68.4,68.4,70.3,67.7,68.4,66.9,68.4,67.0,70.1
2022-01-01 08:10:00,70.4,67.1,68.2,65.6,66.1,67.7,71.1,67.9,67.7,67.0,67.1,67.5,66.8,67.7,67.7,68.3,68.4,68.1,66.7,65.4,68.1,68.2,68.3,68.8,66.1,67.8,65.9,69.2,68.3,66.9,67.1,71.2,66.7,68.0,68.0,67.8,65.2,66.0,67.0,67.1,66.6,68.9,68.1,67.7,67.7,68.4,68.2,67.5,67.4,68.3,71.8,67.7,67.4,66.8,67.2,68.3,68.0,67.4,53.3,66.9,67.6,67.7,67.2,66.1,67.9,66.7,68.0,66.6,67.1,68.5,68.2,69.3,67.7,68.0,67.1,68.9,67.3,66.4,67.1,67.0,67.0,68.7,67.1,68.3,67.0,68.2,65.9,70.8,66.0,69.6,68.2,67.7,67.7,72.5,71.9,66.0,68.4,66.1,67.1,67.1,67.3,68.2,67.6,71.5,68.7,67.7,66.6,67.1,68.0,65.9,66.0,67.2,66.5,67.0,66.5,69.4,67.3,67.3,70.4,71.2,66.5,68.3,67.3,69.3,67.3,66.6,67.3,70.4,67.7,68.5,68.6,67.6,68.8,68.8,68.1,65.6,68.4,67.3,67.3,67.7,67.9,70.5,70.3,68.6,70.2,67.5,68.7,70.1,69.3,69.9,69.6,68.8,66.9,70.1,64.5,67.1,67.8,68.2,68.6,68.8,68.0,67.9,70.5,67.5,69.2,69.0,68.3,68.1,68.4,68.6,69.5,67.8,67.6,68.4,68.4,68.4,68.4,67.8,66.0,69.6,68.4,70.6,71.8,67.4,66.3,66.1,68.9,68.3,68.3,67.1,68.6,65.7,66.2,68.1,67.8,69.9,68.4,69.7,68.6,68.6,70.9,67.3,68.3,66.9,68.3,67.1,69.8
2022-01-01 08:15:00,70.1,67.3,68.4,66.0,66.2,67.6,65.1,68.3,67.8,67.3,67.4,67.5,66.0,67.6,66.9,68.2,69.0,68.1,66.4,64.7,67.5,68.4,68.2,69.3,65.7,68.2,65.4,69.2,69.3,67.0,67.4,71.7,67.2,66.8,68.0,67.6,66.2,65.8,65.8,66.7,66.2,69.4,67.5,66.8,67.6,69.5,67.5,67.2,68.2,68.2,72.1,67.5,67.2,66.6,67.4,69.0,67.6,67.2,57.4,67.6,67.4,67.6,67.6,66.1,66.7,67.6,67.4,66.9,67.4,69.1,68.2,69.6,66.7,67.9,67.4,69.2,67.6,66.5,67.4,66.9,67.5,68.6,66.7,67.1,67.1,68.4,64.5,72.0,66.6,69.9,68.4,67.6,68.1,72.3,72.5,66.1,68.0,66.1,66.3,67.4,67.6,68.2,66.8,71.3,69.5,66.8,67.4,67.4,68.3,66.7,66.2,66.9,68.2,66.0,67.1,70.2,67.6,67.6,70.8,70.5,67.8,68.2,70.4,69.5,67.6,66.6,67.6,70.1,67.8,68.0,68.1,68.1,68.8,68.3,67.9,64.9,68.4,67.6,66.7,69.8,67.9,70.1,70.1,69.1,69.7,68.0,68.8,71.5,67.2,70.1,69.3,68.8,65.8,69.9,66.4,67.4,68.1,68.4,68.4,68.3,67.9,67.7,71.6,67.0,69.5,68.1,68.2,68.1,68.0,68.6,69.2,67.9,67.3,68.2,68.0,68.0,68.0,67.5,65.8,70.0,68.0,70.0,71.7,66.4,66.4,66.3,68.6,68.2,68.2,67.0,68.4,65.5,66.1,68.0,66.9,69.2,68.0,68.9,68.4,68.4,69.8,66.3,68.2,66.0,68.2,67.2,70.1
2022-01-01 08:20:00,70.3,67.6,68.2,66.2,66.6,67.5,65.1,68.2,67.6,66.4,67.1,67.4,66.7,67.5,67.3,68.3,69.0,68.3,66.4,64.8,67.4,67.9,68.3,67.6,65.9,67.2,65.2,69.0,68.4,67.8,67.1,71.4,66.8,67.2,67.6,67.7,65.5,66.1,67.9,66.8,66.4,68.6,67.7,67.3,67.5,68.9,68.3,67.1,67.8,68.4,72.0,67.6,67.0,67.4,67.3,69.3,67.9,67.4,58.4,67.1,67.2,67.5,67.2,66.5,67.8,66.8,67.5,66.9,67.1,69.7,67.9,69.3,67.1,68.6,67.1,68.7,67.3,67.2,67.1,66.8,66.8,67.8,67.0,68.3,68.1,68.2,65.2,70.7,67.8,69.5,68.2,67.5,68.1,72.3,71.9,66.0,68.3,66.5,66.0,67.1,67.3,68.9,67.8,71.7,69.0,68.0,67.5,67.5,67.8,65.6,66.8,66.8,66.2,65.5,67.2,69.0,67.3,67.3,70.2,70.5,65.5,68.3,66.0,69.4,67.3,66.5,67.3,70.3,67.6,68.4,68.4,68.7,68.9,68.7,67.6,66.3,68.2,67.3,66.4,68.2,67.9,70.1,70.0,68.2,69.5,67.4,68.7,69.1,67.7,69.8,69.0,69.0,66.4,69.7,66.9,67.1,67.7,68.2,68.8,68.8,67.4,66.5,71.5,67.6,69.4,67.7,68.1,68.5,68.3,68.6,69.2,67.7,67.2,68.7,68.3,68.3,68.3,68.2,66.4,69.1,68.3,69.9,71.7,66.5,66.4,66.1,68.4,68.2,68.2,67.1,68.3,66.0,65.7,68.1,67.2,69.3,68.3,69.1,68.3,68.3,70.2,67.2,68.2,66.9,68.2,67.1,70.2
2022-01-01 08:25:00,69.8,67.5,68.3,67.6,66.3,67.6,68.0,68.1,67.9,66.9,67.7,66.6,67.1,67.6,67.5,68.2,69.6,68.0,66.3,65.4,68.1,67.9,68.2,68.8,65.6,68.1,67.0,68.3,69.0,67.7,67.7,71.1,66.6,66.7,67.3,67.2,66.2,66.9,67.4,66.4,66.1,68.7,67.0,66.9,67.6,69.3,68.7,67.7,67.8,68.2,71.9,67.7,66.7,67.2,65.9,69.3,67.3,67.3,61.2,67.7,67.3,67.6,66.9,65.9,66.4,62.7,67.3,65.9,67.7,70.4,68.9,68.4,66.7,68.0,67.7,68.8,67.7,67.3,67.7,67.9,67.0,68.5,66.6,67.9,67.8,68.3,65.8,71.7,66.5,69.1,68.3,67.6,67.6,71.8,71.7,66.0,68.1,65.8,65.0,67.7,67.7,68.1,66.9,71.1,69.0,66.4,69.8,65.8,67.6,65.3,66.3,66.1,65.2,67.7,66.0,70.1,67.7,67.7,70.9,70.8,67.0,68.2,67.1,69.4,67.7,66.6,67.7,69.8,67.9,68.0,68.2,68.4,68.7,68.2,67.5,65.3,68.3,67.7,68.2,65.1,68.3,70.5,70.1,68.6,70.9,67.7,68.3,70.0,68.8,70.5,70.0,68.6,66.7,70.2,65.9,67.7,67.6,68.3,67.9,68.0,69.4,67.0,71.2,66.8,69.7,67.9,67.4,68.2,68.1,68.3,69.4,68.2,67.3,68.2,68.1,68.1,68.1,67.7,66.1,69.5,68.1,70.9,71.5,66.5,66.7,66.4,68.5,68.3,68.3,67.2,68.5,66.3,66.1,68.2,67.1,69.8,68.1,68.3,68.5,68.5,70.7,67.3,68.3,66.5,68.3,67.2,70.1
2022-01-01 08:30:00,70.3,66.9,68.4,65.7,66.7,67.5,65.1,68.0,67.6,66.8,67.5,67.8,66.6,67.5,67.1,68.3,69.3,67.9,66.0,66.2,67.3,68.2,68.3,68.0,66.2,66.2,66.0,69.3,68.7,66.9,67.5,71.5,67.4,67.2,67.8,67.3,65.7,66.2,66.1,67.3,65.4,68.8,67.2,67.4,67.5,68.0,68.1,67.5,68.1,68.1,71.9,67.6,67.2,67.4,67.3,67.9,68.2,67.3,65.4,67.3,67.3,67.5,67.2,66.7,66.4,66.2,67.2,66.3,67.5,68.6,68.2,69.7,66.6,68.4,67.5,68.8,67.3,67.7,67.5,66.5,67.0,67.8,67.6,68.6,67.3,68.4,66.0,71.2,66.9,69.1,68.4,67.5,68.6,72.1,71.9,66.0,68.4,66.6,66.9,67.5,67.3,68.4,68.0,71.5,67.9,67.9,67.7,66.5,67.1,66.1,66.2,66.5,67.0,66.6,66.6,69.9,67.3,67.3,69.9,70.5,66.5,68.3,66.3,69.4,67.3,65.6,67.3,70.3,67.6,67.9,68.3,68.6,69.3,68.5,67.5,64.8,68.4,67.3,67.2,68.2,68.0,70.5,70.0,68.7,70.2,68.2,67.2,68.3,68.9,69.6,68.9,68.7,66.5,70.2,67.1,67.5,68.2,68.4,68.3,69.0,67.8,66.9,71.1,66.6,69.4,68.1,68.1,68.4,68.4,68.7,69.3,68.5,67.6,68.3,68.4,68.4,68.4,68.3,66.1,69.9,68.4,70.8,71.4,66.8,66.5,66.3,69.4,68.4,68.4,67.5,68.5,65.8,67.3,67.9,67.0,69.9,68.4,69.9,68.5,68.5,70.4,67.0,68.4,66.7,68.4,67.3,69.7
2022-01-01 08:35:00,70.1,67.0,68.3,66.0,66.3,67.5,68.0,68.3,67.8,66.6,67.6,67.6,66.0,67.5,67.5,68.4,68.8,68.1,66.9,65.1,67.6,69.4,68.4,68.4,65.6,67.5,64.7,69.0,69.1,66.9,67.6,71.6,66.7,67.5,68.0,67.5,65.0,65.5,67.1,66.9,66.6,67.4,67.3,66.6,67.5,68.9,67.1,67.5,68.0,68.8,71.3,67.6,67.4,67.4,67.4,68.4,68.0,67.5,67.3,66.4,67.5,67.5,67.1,65.1,66.6,64.8,67.6,66.9,67.6,68.6,68.0,68.8,66.9,68.4,67.6,69.2,67.4,67.3,67.6,66.6,67.1,68.1,67.0,68.1,67.8,68.3,64.3,70.7,66.1,69.3,68.3,67.5,67.8,72.0,72.4,66.0,68.1,65.8,66.5,67.6,67.4,68.4,66.9,71.7,69.0,67.5,66.8,67.6,67.2,65.8,66.0,66.5,65.5,67.2,66.8,69.5,67.4,67.4,70.5,71.1,67.4,68.4,66.2,69.1,67.4,65.7,67.4,70.1,67.8,68.3,68.0,68.7,68.6,68.2,67.2,65.8,68.3,67.4,67.3,66.1,68.1,70.4,70.3,68.2,69.6,68.1,68.3,69.2,68.6,69.5,69.6,69.0,65.9,69.4,66.8,67.6,68.0,68.3,69.1,68.6,67.4,67.1,71.5,67.3,69.4,68.0,67.9,68.5,68.1,68.4,69.4,67.8,67.8,68.2,68.1,68.1,68.1,67.8,66.0,70.1,68.1,69.9,71.6,66.2,66.0,65.9,68.6,68.3,68.3,67.2,68.4,65.8,65.4,67.4,67.8,69.8,68.1,68.7,68.4,68.4,70.6,67.8,68.3,66.6,68.3,67.2,70.1
2022-01-01 08:40:00,70.3,67.4,68.2,65.7,66.1,67.8,68.0,68.1,67.7,66.3,67.5,66.9,67.3,67.8,67.2,68.1,68.9,67.9,66.5,66.6,67.3,68.5,68.1,67.9,65.7,66.9,66.9,68.8,68.4,67.0,67.5,70.7,67.8,67.3,67.9,67.5,65.7,66.2,67.0,67.8,64.8,69.7,67.1,67.3,67.8,69.2,68.5,67.4,67.7,67.9,71.8,67.3,67.0,67.6,67.1,69.4,68.2,67.5,68.0,67.1,67.7,67.8,67.4,66.7,67.9,67.5,67.4,66.3,67.5,69.7,68.1,69.9,67.6,68.5,67.5,69.2,67.3,67.6,67.5,66.7,67.4,68.1,68.1,67.7,67.2,68.2,66.2,70.3,66.8,68.9,68.2,67.8,68.1,71.6,71.7,66.6,68.0,66.6,66.7,67.5,67.3,68.2,67.3,70.9,69.3,67.0,68.4,67.4,67.6,66.3,66.4,66.6,67.1,67.2,65.8,70.3,67.3,67.3,70.0,70.4,66.8,68.1,69.7,69.0,67.3,65.6,67.3,70.3,67.7,68.1,67.8,68.6,69.0,68.9,67.8,65.8,68.2,67.3,67.3,68.1,68.0,70.3,70.3,68.9,70.7,68.9,68.2,70.5,67.7,70.0,69.4,68.9,66.8,70.7,67.4,67.5,67.9,68.2,68.5,68.9,67.6,67.7,71.3,67.4,70.0,68.1,67.5,67.6,68.0,68.5,69.3,68.0,67.2,68.7,68.0,68.0,68.0,68.4,66.5,69.5,68.0,70.7,72.2,66.7,67.6,66.8,68.8,68.2,68.2,67.1,68.3,65.9,66.4,67.7,67.5,69.7,68.0,68.4,68.3,68.3,70.0,68.9,68.2,66.8,68.2,67.1,69.7
2022-01-01 08:45:00,70.1,66.5,68.3,67.0,66.4,67.4,65.2,68.4,67.7,66.3,67.4,68.2,66.7,67.4,67.0,68.3,68.7,68.0,67.5,65.2,67.6,67.6,68.3,68.8,65.8,66.6,67.4,68.5,69.8,67.0,67.4,71.2,67.5,67.8,67.5,68.1,65.4,65.8,66.6,67.0,66.2,68.5,67.0,67.1,67.4,69.2,68.6,67.1,68.3,68.1,72.3,67.5,66.3,66.8,66.5,69.1,67.6,67.1,67.3,67.5,67.1,67.4,67.8,66.7,65.7,66.4,67.9,66.9,67.4,66.8,67.6,69.2,66.9,67.8,67.4,68.9,67.2,67.7,67.4,68.1,67.0,68.0,66.2,68.1,67.2,68.3,65.2,71.5,65.1,69.5,68.3,67.4,68.2,70.8,71.1,66.3,68.1,66.1,66.4,67.4,67.2,68.3,67.3,71.0,68.6,67.1,67.7,66.7,66.2,66.0,65.8,66.7,64.6,66.4,67.2,70.2,67.2,67.2,71.0,70.6,65.3,68.3,68.2,69.5,67.2,65.8,67.2,70.1,67.7,68.8,68.9,67.1,69.2,69.2,67.2,65.3,68.2,67.2,67.2,68.1,67.9,70.2,69.9,69.0,70.2,67.9,68.1,71.0,66.0,69.2,69.4,68.9,66.4,70.0,68.0,67.4,68.0,68.3,68.4,68.9,67.9,67.0,71.1,67.7,69.3,68.3,67.6,68.5,68.1,68.6,69.6,68.2,67.4,68.1,68.1,68.1,68.1,68.2,65.8,69.5,68.1,70.4,72.0,66.9,66.6,66.2,68.0,68.2,68.2,67.1,68.4,65.6,66.2,67.6,67.8,69.2,68.1,69.0,68.4,68.4,69.8,67.0,68.2,66.3,68.2,67.1,70.0
2022-01-01 08:50:00,69.7,66.4,68.3,67.0,65.8,67.8,65.2,67.9,67.7,66.9,67.3,67.7,67.1,67.8,66.1,68.3,68.2,68.3,65.5,66.1,67.4,68.3,68.3,68.4,65.6,68.3,67.6,68.9,70.1,66.3,67.3,70.9,67.8,67.1,67.4,67.2,64.8,66.7,66.9,67.7,66.8,68.4,67.1,66.8,67.8,69.0,68.9,67.5,68.0,68.4,71.3,67.3,66.8,67.9,67.8,69.0,68.7,67.1,67.9,67.3,67.5,67.8,67.2,66.3,66.7,68.0,67.1,67.0,67.3,69.9,68.2,69.4,66.4,67.5,67.3,69.1,67.8,67.3,67.3,66.2,67.4,68.5,68.1,68.3,67.6,68.3,66.0,71.2,66.8,69.6,68.3,67.8,67.9,71.6,72.1,65.9,68.1,66.3,66.8,67.3,67.8,67.9,67.3,71.5,69.0,67.4,67.6,67.1,67.3,65.8,65.9,66.3,69.7,66.2,66.7,69.8,67.8,67.8,69.8,70.6,67.8,68.3,68.1,69.5,67.8,65.8,67.8,69.7,67.7,68.5,68.2,68.9,69.1,68.3,67.5,64.7,68.3,67.8,66.8,68.1,68.2,70.3,70.0,68.6,70.1,69.6,68.0,74.9,68.5,69.7,69.6,69.3,66.2,69.9,67.3,67.3,67.8,68.3,68.0,68.2,67.6,67.8,72.1,67.5,69.4,67.9,67.7,68.4,68.1,68.4,69.3,68.0,67.4,68.5,68.1,68.1,68.1,68.6,65.8,70.0,68.1,69.8,71.5,66.2,65.9,65.9,69.4,68.3,68.3,67.0,68.4,66.5,65.8,67.6,67.4,69.8,68.1,69.2,68.4,68.4,70.2,67.2,68.3,66.6,68.3,67.3,70.1
2022-01-01 08:55:00,69.7,66.8,68.0,65.4,67.0,67.5,65.1,68.0,67.8,66.9,67.2,67.1,67.1,67.5,66.4,68.2,68.1,67.7,65.8,65.7,67.4,68.6,68.2,67.9,65.7,67.7,66.3,68.5,69.6,67.0,67.2,71.8,66.5,66.7,67.8,67.8,65.5,65.9,67.3,66.9,65.4,68.9,67.0,66.9,67.5,68.5,68.0,67.3,67.8,67.9,71.8,67.6,66.8,67.1,67.8,68.7,67.6,66.2,66.7,66.2,67.3,67.5,67.3,66.7,67.4,66.8,67.5,66.7,67.2,68.4,67.3,69.4,66.6,67.9,67.2,68.9,67.7,67.0,67.2,65.5,67.5,68.2,67.5,68.1,67.2,68.0,65.6,71.4,67.5,69.2,68.0,67.5,68.1,71.6,71.4,65.9,68.2,66.2,66.3,67.2,67.7,68.4,67.1,71.7,68.6,66.9,67.3,67.6,68.0,65.6,65.7,67.7,65.3,66.5,66.3,69.9,67.7,67.7,70.7,70.9,67.0,68.2,66.6,69.2,67.7,65.9,67.7,69.7,67.8,68.3,68.0,68.3,68.9,68.5,67.5,66.4,68.2,67.7,67.3,68.1,68.1,70.5,70.1,68.6,69.7,67.8,68.6,70.2,68.0,69.7,69.6,68.6,66.1,70.5,66.0,67.2,68.0,68.0,68.3,68.6,67.1,66.6,71.5,66.8,69.3,67.4,67.9,67.8,68.2,68.4,69.3,68.1,67.8,68.5,68.2,68.2,68.2,68.5,65.9,69.7,68.2,70.0,71.6,66.4,67.0,66.3,68.3,68.1,68.1,66.8,68.3,65.9,65.7,66.4,67.4,69.7,68.2,67.7,68.3,68.3,71.1,67.8,68.1,67.2,68.1,67.0,70.4
